Country,Code,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,mean
Cabo Verde,CPV,56.9640007,58.29100037,59.65800095,60.97399902,61.9109993,62.7140007,63.51100159,64.14499664,64.85800171,65.57299805,66.09799957,66.05699921,65.85700226,62.81623077
Costa Rica,CRI,73.14099884,73.76300049,76.15000153,75.41600037,74.8010025,79.05599976,81.91999817,80.5,78.61499786,79.09500122,78.98100281,80.77999878,79.13500214,77.79638496
Caribbean small states,CSS,73.43712944,73.34939562,74.38540268,73.65848244,73.69066989,73.71837103,73.58961264,73.77667933,73.42969444,73.2547171,73.18980631,72.75651385,72.59931994,73.44890729
Cuba,CUB,96.06999969,96.14800262,96.24500275,96.3789978,96.47499847,96.54599762,96.65499878,96.41999817,96.00700378,92.33599854,92.44200134,92.55000305,92.66000366,95.14869279
Cyprus,CYP,84.00299835,85.24199677,86.91999817,87.17099762,86.06400299,87.11000061,88.07499695,89.12799835,88.65599823,87.71600342,88.46800232,89.66899872,89.95300293,87.55192272
Czech Republic,CZE,89.59100342,89.13700104,89.44499969,89.3730011,88.59700012,87.83599854,87.11599731,86.56199646,86.48100281,87.15399933,87.22200012,86.76899719,87.10600281,87.87607692
Germany,DEU,90.58300018,90.75900269,90.76799774,91.15799713,91.55999756,91.58000183,91.51399994,91.65699768,91.89700317,92.01699829,92.2519989,92.34799957,92.44799805,91.58007636
Djibouti,DJI,38.76300049,38.9659996,39.21300125,39.44400024,39.64799881,39.87799835,40.02299881,40.28499985,40.58399963,41.08200073,41.29100037,41.60900116,41.9280014,40.20876928
Denmark,DNK,94.60299683,94.21099854,94.68800354,95.01899719,94.58799744,94.41300201,94.55699921,94.44499969,94.41699982,94.47699738,94.63800049,94.05599976,94.70200348,94.52415349
Dominican Republic,DOM,67.2990036,68.62000275,68.48600006,65.50700378,68.0019989,66.39700317,67.38700104,68.45700073,68.68699646,70.1760025,68.01399994,68.76000214,69.41799927,68.09307803
Algeria,DZA,68.78199768,69.89700317,70.92199707,71.91799927,72.65299988,73.61100006,74.3730011,74.03900146,73.69400024,73.72100067,73.66300201,73.70600128,73.72299957,72.66938488
East Asia & Pacific (excluding high income),EAP,38.80393592,39.77555161,40.48020393,41.28222135,42.0780869,42.96134324,43.81418798,44.63630791,45.45945837,46.18039517,47.12133934,47.84330686,48.45039525,43.76051799
Early-demographic dividend,EAR,27.87289088,28.73557326,29.12388086,29.77977855,30.1950855,30.83871841,32.54755864,34.32090545,34.92691696,35.3363127,35.88817013,36.42977328,36.59007806,32.5065879
East Asia & Pacific,EAS,42.98396763,43.98289107,44.6771598,45.47319764,46.23012343,47.10588282,47.91070833,48.7070984,49.54607218,50.25699064,51.19668495,51.93074374,52.53363003,47.88731928
Europe & Central Asia (excluding high income),ECA,77.82908953,78.72902714,79.09842548,79.13594762,78.8566935,78.76101653,78.58412906,78.97819676,78.88903952,80.10521952,80.4349701,80.63739542,80.87463067,79.30106007
Europe & Central Asia,ECS,83.38634163,83.86255386,84.1512351,84.3438086,84.27187392,84.13646299,84.09536441,84.26437043,84.25811176,84.81904591,85.02990538,85.17047766,85.41554571,84.4003921
Ecuador,ECU,47.16600037,45.08000183,46.34400177,47.20700073,47.40000153,49.17399979,46.79199982,46.89599991,47.29600143,49.17699814,46.43500137,42.68899918,41.54499817,46.40007723
"Egypt, Arab Rep.",EGY,50.47399902,53.61199951,47.80400085,50.67599869,50.22900009,52.0379982,52.81800079,56.24599838,52.00699997,51.10599899,51.47000122,65.76399994,62.95899963,53.63099964
Euro area,EMU,87.49029538,87.59241373,87.85144919,88.16109771,88.40893554,88.4038612,88.58068798,88.61034998,88.62366979,88.6061743,88.7065967,88.80523099,89.04944091,88.37616949
Eritrea,ERI,10.97599983,11.0340004,11.15600014,11.35400009,11.30700016,11.4119997,11.54199982,11.66399956,11.77799988,11.90999985,12.03100014,12.16100025,12.27099991,11.58430767
Spain,ESP,85.78900146,86.39299774,86.69100189,86.85800171,87.40299988,87.7480011,87.83899689,87.29499817,86.96199799,87.05599976,87.1989975,87.29100037,87.84600067,87.10538424
Estonia,EST,95.13700104,95.24199677,94.50499725,95.07700348,94.77799988,94.66200256,94.81300354,94.85900116,94.14199829,94.34200287,93.40399933,93.3769989,93.55200195,94.45307746
Ethiopia,ETH,6.796000004,7.011000156,7.242000103,7.502999783,7.778999805,8.079999924,8.414999962,8.755000114,9.126999855,9.376000404,9.645999908,9.918000221,10.15299988,8.446230778
European Union,EUU,86.76070908,86.9755916,87.20646556,87.5186923,87.61552206,87.4262882,87.60150624,87.62225287,87.72704509,87.75279432,88.01305395,88.17610994,88.39800845,87.59954151
Fragile and conflict affected situations,FCS,16.10542518,16.3981094,16.5387897,16.80814647,16.96808032,17.17125464,17.55907301,17.64767783,17.79694697,17.8719066,17.89943344,17.87653267,17.54638521,17.24521242
Finland,FIN,91.53399658,91.55599976,91.76899719,91.44200134,90.96700287,91.02799988,91.21099854,91.13700104,91.20600128,90.6740036,90.55400085,90.62400055,90.95700073,91.12761571
Fiji,FJI,61.4620018,59.36899948,57.12799835,54.86800003,52.5,50.11700058,47.66400146,48.01900101,48.43299866,48.81999969,49.16699982,49.4620018,49.94300079,52.07323104
France,FRA,92.59999847,92.25800323,92.65599823,92.68699646,92.72599792,92.44599915,92.27500153,92.38800049,92.31900024,91.8789978,91.83399963,91.61299896,91.45500183,92.2412303
Gabon,GAB,52.92900085,54.33800125,55.75299835,57.48899841,58.21099854,59.6609993,60.04399872,59.82899857,59.65999985,59.3370018,58.98099899,59.31399918,59.27700043,58.06330725
United Kingdom,GBR,92.21099854,91.89800262,91.77899933,91.84600067,91.47599792,90.99299622,90.7559967,90.33499908,90.21600342,89.52999878,89.61000061,89.14900208,89.00800323,90.67746148
Georgia,GEO,34.67300034,34.2840004,35.86399841,38.13100052,39.28499985,41.95299911,41.71699905,42.57899857,42.86500168,43.94400024,46.45700073,48.90100098,48.64799881,41.48469221
Ghana,GHA,11.22700024,11.41800022,11.56000042,11.76399994,11.88000011,12.07699966,13.11999989,14.05799961,14.95699978,15.8039999,16.68199921,16.85199928,17.15500069,13.734923
Guinea,GIN,2.484999895,2.496000051,2.528000116,2.558000088,2.559000015,2.589999914,2.625999928,2.663000107,2.688999891,2.720999956,2.743999958,2.821000099,2.897000074,2.644384623
"Gambia, The",GMB,14.1079998,14.21100044,14.30900002,14.43500042,14.55099964,14.69699955,14.83399963,14.93299961,15.06999969,15.17500019,15.2869997,15.3920002,15.49600029,14.8075384
Guinea-Bissau,GNB,11.54800034,11.60900021,11.65600014,11.73799992,11.80000019,11.87699986,11.95699978,12.05599976,12.13199997,12.21700001,12.29500008,12.41699982,12.53899956,11.9877692
Equatorial Guinea,GNQ,27.625,28.35400009,28.99099922,29.82500076,29.87700081,30.08799934,30.63199997,31.01799965,30.80599976,30.70000076,29.94300079,29.42399979,29.30900002,29.73784623
Greece,GRC,68.23000336,68.38800049,69.34700012,69.30699921,69.46299744,68.97799683,68.60500336,68.63200378,68.1230011,69.6190033,70.43399811,70.56600189,70.81300354,69.26961635
Guatemala,GTM,41.19100189,41.75999832,42.29600143,42.70999908,42.95899963,43.38399887,53.61299896,41.3730011,50.06499863,51.73400116,51.57799911,52.61800003,52.73799896,46.77069209
Guam,GUM,88.21499634,88.35399628,88.47899628,88.4960022,88.29199982,88.38800049,88.5019989,88.46499634,88.48300171,88.53600311,88.56099701,88.59899902,88.65899658,88.46376801
Guyana,GUY,30.37400055,30.61499977,31.03199959,31.2859993,31.46500015,31.72800064,31.98999977,32.27199936,32.52799988,32.70700073,32.9469986,33.54100037,33.75299835,32.01830747
High income,HIC,88.15946133,88.39128127,88.64809311,88.94791547,89.05704932,89.17545462,89.3239843,89.4285368,89.54559275,89.65055565,89.82012131,89.9365043,90.01247159,89.23823245
"Hong Kong SAR, China",HKG,93.30699921,93.44400024,93.90799713,93.80000305,93.7519989,94.66300201,94.22299957,94.33799744,94.40799713,94.77700043,94.72000122,94.72799683,94.74900055,94.21669182
Honduras,HND,45.24499893,46.99499893,47.66799927,47.80799866,42.54700089,41.86100006,46.23699951,42.73500061,40.95000076,44.91799927,43.38999939,45.76900101,41.41899872,44.42630738
Heavily indebted poor countries (HIPC),HPC,9.447673522,9.708294593,9.925385168,10.18882356,10.35079196,10.60762428,11.02241606,11.42767731,11.78140472,12.07765687,12.22332539,12.45390369,12.50914968,11.05570206
Croatia,HRV,75.67500305,78.75099945,80.94200134,80.8010025,80.94799805,78.79100037,79.00499725,81.91300201,84.54199982,87.64499664,87.67299652,89.44999695,90.02899933,82.78192256
Haiti,HTI,10.49400043,10.55000019,10.61400032,10.67300034,10.74600029,10.73799992,10.84300041,10.95199966,11.06900024,11.18299961,11.27299976,11.34899998,11.43099976,10.91653853
Hungary,HUN,90.22000122,90.92900085,90.79399872,91.45999908,90.83899689,91.07499695,91.47000122,91.28600311,91.77600098,92.21800232,92.01599884,91.82700348,91.7440033,91.35800054
IBRD only,IBD,42.1237984,43.17709701,43.97616115,44.83885433,45.46247234,46.30113803,47.42859544,48.73073611,49.28169222,49.90511924,50.46812559,50.92551698,51.2736916,47.22253834
IDA & IBRD total,IBT,37.04861228,37.82970118,38.4049305,39.00388731,39.42289644,39.98028143,40.84857519,41.84425818,42.24612084,42.72507668,43.08315297,43.37342837,43.55778167,40.72066947
IDA total,IDA,15.83026369,15.91569094,15.94247593,16.00150386,16.1140897,16.22483446,16.66968787,17.07717505,17.39489115,17.89850564,18.0623016,18.26581658,18.57393701,16.9208595
IDA blend,IDB,22.53130492,21.91445556,21.70783103,21.42556116,21.59238373,21.47135126,21.6122171,21.90291895,22.19064506,22.79018344,22.48874428,22.37566946,22.52029084,22.0402736
Indonesia,IDN,33.59700012,34.18700027,32.67200089,32.73300171,33.19499969,34.43899918,36.33100128,38.56299973,39.61100006,39.63700104,41.54999924,41.90100098,41.64400101,36.92769271
IDA only,IDX,13.34427168,13.66542187,13.76305419,13.94314898,14.00589122,14.18906496,14.7306531,15.17469404,15.50154471,15.96642301,16.32613801,16.66775541,17.05636528,14.94880203
India,IND,10.68299961,11.03899956,11.41699982,11.65799999,12.04300022,12.4630003,14.49499989,16.75300026,17.10400009,17.50600052,17.94199944,18.34600067,18.77300072,14.63246162
Ireland,IRL,92.8789978,93.26899719,92.82800293,92.5039978,92.2440033,91.99299622,92.28399658,92.34600067,91.73999786,92.01499939,91.90299988,91.79799652,92.2460022,92.31146064
"Iran, Islamic Rep.",IRN,46.15399933,44.4129982,42.63199997,46.77099991,46.62400055,50.30599976,52.26300049,53.81100082,55.44499969,57.07699966,56.41500092,55.35200119,56.0320015,51.02269246
Iraq,IRQ,61.7480011,61.98500061,61.83100128,62.07600021,61.48799896,61.66199875,62.02000046,62.21500015,62.34199905,62.13600159,61.6590004,61.81399918,61.65200043,61.89446171
Iceland,ISL,92.59500122,92.39199829,92.40799713,92.73600006,93.38500214,91.68900299,91.6289978,91.52700043,91.76399994,92.09500122,92.44100189,92.375,92.36000061,92.26123106
Israel,ISR,93.18399811,92.5739975,92.94599915,93.03700256,92.56600189,92.59899902,92.23600006,92.05000305,91.97699738,91.67700195,91.6289978,90.80999756,90.95200348,92.17207689
Italy,ITA,79.48600006,79.59799957,79.98400116,80.70500183,81.52999878,81.49199677,81.7480011,81.70400238,81.77799988,81.56800079,81.70600128,81.9469986,83.01799774,81.25107692
Jamaica,JAM,67.09300232,66.50700378,68.83300018,66.87999725,67.03399658,67.36799622,67.72299957,67.29699707,67.2480011,67.18399811,67.19200134,67.08999634,67.0019989,67.26546067
Jordan,JOR,96.68199921,96.69000244,96.66100311,96.6969986,96.69000244,96.69300079,96.69999695,96.70700073,96.75,96.75499725,96.76300049,96.75499725,96.75,96.7148461
Japan,JPN,84.65499878,85.87599945,86.38700104,87.0510025,87.60800171,88.17299652,88.66899872,89.27999878,89.61299896,89.80999756,90.28199768,90.85299683,91.10500336,88.41246091
Kazakhstan,KAZ,62.04199982,63.56800079,64.61499786,64.97899628,65.23000336,65.58999634,66.73000336,68.69000244,70.3730011,72.48999786,74.36599731,74.23400116,74.13600159,68.23407687
Kenya,KEN,19.73500061,19.94199944,20.18000031,20.24699974,20.48900032,20.76499939,20.98600006,21.21299934,21.49399948,21.75699997,22.06699944,22.39500046,22.69499969,21.07423063
Kyrgyz Republic,KGZ,51.18899918,52.31299973,56.68099976,61.15100098,65.26699829,67.22799683,66.25099945,66.76999664,60.09700012,60.91199875,64.51399994,66.90599823,70.76599884,62.31115282
Cambodia,KHM,21.78499985,24.28700066,26.87100029,29.38500023,31.91200066,34.72600174,37.47200012,40.2159996,40.60200119,40.9980011,41.44300079,41.92300034,42.34700012,34.92053898
"Korea, Rep.",KOR,67.22699738,67.96700287,69.1309967,69.7460022,71.20800018,72.97599792,73.71499634,74.23300171,75.0059967,75.77200317,76.74299622,77.34899902,77.34799957,72.95546077
Kuwait,KWT,99.53900146,99.60700226,99.63500214,99.61799622,99.43099976,99.15899658,98.86799622,99.41600037,99.56500244,99.63300323,99.68000031,99.38800049,99.37999725,99.45530759
Latin America & Caribbean (excluding high income),LAC,60.20351208,60.97612258,61.67803276,62.13689556,62.06011046,62.59236015,63.27866064,64.19703117,64.57906192,65.03728615,64.65380115,64.27244112,63.88186477,63.04209081
Lao PDR,LAO,8.664999962,9.133000374,9.519000053,9.92800045,10.35700035,10.90699959,11.27299976,11.65600014,11.98200035,12.31400013,12.66800022,13.07400036,13.45499992,11.14853859
Lebanon,LBN,84.36599731,83.5719986,82.73300171,82.85600281,82.94100189,82.92199707,82.97399902,83,83.11100006,83.13200378,83.10700226,82.94799805,82.99900055,83.12776947
Liberia,LBR,8.727999687,8.829999924,8.906999588,9.020999908,9.086999893,9.168999672,9.277000427,9.390000343,9.520000458,9.621999741,9.696000099,9.711999893,9.798000336,9.288999998
Libya,LBY,95.13600159,95.15200043,95.16300201,95.1780014,95.18499756,95.1969986,95.17099762,95.13999939,95.22799683,95.22799683,95.21299744,95.21900177,95.21600342,95.18661499
St. Lucia,LCA,71.46700287,71.45800018,71.13300323,70.92299652,70.8030014,70.62400055,70.62000275,70.65699768,70.63600159,70.59999847,70.71199799,70.70700073,70.7519989,70.85323099
Latin America & Caribbean,LCN,61.04490815,61.74068219,62.43878274,62.87817461,62.75113252,63.2816756,63.92677168,64.80640027,65.16246686,65.58801544,65.22159197,64.81524712,64.43423519,63.69923726
Least developed countries: UN classification,LDC,12.37401288,12.66118425,12.74466486,12.83522948,12.86538939,13.03389083,13.50983557,14.00492662,14.36839077,14.79925191,15.15593703,15.49065586,15.91899661,13.82787431
Low income,LIC,9.125504639,9.27900802,9.416098537,9.655937524,9.838957104,10.04609883,10.36209995,10.62107404,10.79081468,10.94318824,11.01563212,11.11871464,11.22494776,10.26446739
Sri Lanka,LKA,58.26100159,54.32500076,54.86899948,54.30799866,54.50299835,54.03699875,52.90800095,55.8730011,53.66500092,54.43899918,54.80099869,55.19499969,55.43000031,54.81646142
Lower middle income,LMC,23.14653476,23.73827317,24.04880205,24.36138692,24.8056585,25.35625325,26.68115019,28.24965645,28.63768199,29.14366395,29.90684146,30.59601104,30.87192021,26.88798723
Low & middle income,LMY,36.56977744,37.33937026,37.89466481,38.47917236,38.90475469,39.46001639,40.32912338,41.31682756,41.71589995,42.17775939,42.53592247,42.82355332,43.00262438,40.1961128
Lesotho,LSO,47.6780014,48.13800049,48.56299973,49.13899994,49.28300095,49.76499939,50.35100174,50.75999832,50.9620018,51.29299927,51.54800034,51.81000137,52.23300171,50.11715434
Late-demographic dividend,LTE,47.048442,48.07496062,49.05550673,49.92079725,50.58524671,51.38574387,52.05060692,52.90878147,53.52169051,54.33752329,54.97592648,55.53216369,56.15003744,51.96518669
Lithuania,LTU,85.19200134,85.11199951,88.31900024,91.0719986,90.64700317,91.2009964,91.2440033,91.05200195,90.33499908,89.7519989,89.97200012,90.46900177,90.61299896,89.61384641
Luxembourg,LUX,92.96299744,93.54499817,93.97599792,93.70400238,93.15799713,93.2460022,92.7559967,91.94000244,92,92.68599701,91.31900024,91.3010025,91.22200012,92.60123033
Latvia,LVA,90.22599792,90.0719986,91.09899902,92.5059967,91.25099945,90.60399628,90.89800262,91.01799774,90.66999817,91.21499634,90.50900269,90.11699677,89.625,90.75461402
"Macao SAR, China",MAC,93.46900177,93.67099762,94.60299683,95.26599884,95.16200256,95.51300049,95.61699677,95.77999878,96.08399963,95.7519989,95.83000183,96.3690033,96.45500183,95.35161532
Morocco,MAR,32.42699814,34.12200165,34.69599915,34.42300034,34.4090004,35.48199844,34.1969986,35.0719986,35.27700043,34.72200012,35.21900177,35.29999924,35.8429985,34.7068458
Moldova,MDA,64.09899902,68.8030014,69.67099762,71.03600311,74.69599915,75.28199768,75.0510025,75.13300323,72.9509964,72.40000153,69.19400024,67.01399994,69.7440033,71.15953886
Madagascar,MDG,10.33600044,9.531999588,8.772000313,8.086000443,7.353000164,6.749000072,7.394000053,8.013999939,8.032999992,7.995999813,8.019000053,8.095999718,8.211999893,8.199384653
Maldives,MDV,49.32400131,49.63199997,51.20399857,52.8730011,53.95800018,55.12099838,56.28699875,57.23099899,57.96500015,58.77899933,62.68299866,65.94400024,65.91400146,56.68576901
Middle East & North Africa,MEA,59.30712299,60.29465641,59.11802253,61.86611845,62.07189674,63.72387446,65.16549555,66.81238335,66.41706352,66.75090685,67.21561117,70.2329531,69.90920538,64.52963927
Mexico,MEX,64.55500031,64.8710022,64.72799683,65.28399658,64.79699707,65.59700012,65.25099945,65.4960022,66.25700378,67.22599792,67.04699707,67.3730011,68.34300232,65.90961515
Middle income,MIC,39.71036883,40.59605111,41.23932136,41.92756739,42.43623728,43.09541948,44.09797865,45.24787608,45.74170075,46.32190958,46.8071969,47.21967142,47.50301435,43.9957164
North Macedonia,MKD,75.83399963,74.44499969,76.93000031,74.88300323,76.46099854,75.17299652,75.73100281,76.49299622,74.93499756,78.24500275,78.66100311,80.16899872,80.45800018,76.80138456
Mali,MLI,5.897999763,6.031000137,5.872000217,5.684999943,5.547999859,5.374000072,5.208000183,5.025000095,4.84100008,4.695000172,4.537000179,4.605000019,4.69299984,5.231692351
Malta,MLT,93.76000214,94.11299896,92.83300018,93.68199921,93.30400085,93.84799957,93.96800232,93.76200104,93.80599976,93.13200378,92.95700073,93.90399933,92.18900299,93.48138545
Myanmar,MMR,30.38599968,31.10400009,31.8029995,32.49499893,33.24399948,33.97299957,34.7140007,35.33800125,35.93799973,36.61800003,37.15499878,37.90599823,36.86700058,34.4262305
Middle East & North Africa (excluding high income),MNA,51.59860809,52.57794958,51.05882371,53.70072065,53.86187181,55.27991718,56.58625533,58.26369534,57.54737755,57.58255896,57.72697379,61.74431038,61.19086378,56.05537893
Montenegro,MNE,85.51899719,84.20899963,82.95300293,85.60800171,88.9960022,89.30999756,89.09400177,87.39700317,89.15899658,86.37999725,84.52200317,84.40899658,84.72499847,86.32930756
Mongolia,MNG,47.45199966,48.07400131,48.33399963,47.99900055,47.21900177,47.10699844,47.20700073,49.74100113,51.98300171,52.83499908,51.73300171,54.47200012,53.59000015,49.82661585
Mozambique,MOZ,3.450999975,3.640000105,3.835999966,4.035999775,4.25,4.462999821,4.679999828,4.890999794,5.102000237,5.335000038,5.556000233,5.633999825,5.708000183,4.660153829
Mauritania,MRT,26.89800072,28.12000084,27.9489994,28.29299927,28.12999916,28.74500084,29.37400055,29.48500061,29.88999939,29.76499939,29.58799934,30.25600052,30.55500031,29.00369233
Mauritius,MUS,84.42099762,84.39499664,83.79100037,83.98799896,84.14299774,83.38200378,85.01799774,83.64700317,84.53800201,84.08899689,83.93299866,84.79100037,85.17900085,84.2549996
Malawi,MWI,32.10300064,32.26100159,32.47700119,32.47399902,32.55599976,32.68099976,32.80500031,32.75299835,32.95700073,33.08499908,33.22600174,33.32799911,33.43899918,32.78038465
Malaysia,MYS,78.45800018,78.11499786,77.27999878,78.87200165,78.28500366,78.59300232,79.86299896,77.09700012,74.93000031,75.09100342,72.91100311,73.44400024,73.72599792,76.66653912
