Country,Code,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,mean
Saudi Arabia,SAU,29.35021019,30.13182068,30.26024055,30.67705917,31.44462013,36.49700928,40.27629089,46.52666855,52.02671814,57.96258163,60.56259918,66.59980011,68.93675232,42.69296821
Sudan,SDN,12.22733021,13.87530041,13.70223999,15.25681019,15.64342976,15.98668003,15.5869503,15.79895973,17.7585392,16.98420906,16.9978199,,,15.43802443
Senegal,SEN,5.335519791,5.483150005,6.102890015,7.667150021,7.757619858,7.409379959,9.725259781,9.798560143,10.04491043,10.37814999,10.41796017,10.58477974,11.21926022,8.392110825
Singapore,SGP,,,,,,,,,,,,83.940979,,83.940979
El Salvador,SLV,23.07593918,23.32439041,24.41747093,25.24596977,25.73621941,26.24023056,27.31201935,28.14315987,28.46998978,27.98065948,28.08398056,28.02639961,28.69403076,26.33803574
San Marino,SMR,,,,,,64.84429169,64.295578,59.84899902,,,,,,62.99628957
Serbia,SRB,44.20524979,46.81958008,47.99300003,48.66537857,49.84967041,49.08272171,51.59376907,53.50003052,56.38087845,58.05496979,58.28768921,62.13697052,66.48674011,52.21415901
Sub-Saharan Africa,SSF,6.123650074,6.320439816,6.520460129,6.880730152,7.319059849,7.81069994,8.179909706,8.515040398,8.852869987,8.981510162,9.108969688,9.283289909,9.314920425,7.824719151
Small states,SST,13.06628036,13.26823044,14.01840973,15.19250011,16.59723091,17.19255066,17.6960907,18.41703987,18.62564087,18.73870087,18.89431953,18.80578995,18.87948036,16.70939867
Sao Tome and Principe,STP,,,,,3.87857008,4.227369785,,8.078450203,,9.517869949,13.05537987,,,7.751527977
Slovak Republic,SVK,40.35317993,44.77801132,50.18870926,53.75365067,56.04962158,57.06895065,56.24747849,56.1355896,54.35292053,52.67636108,50.69406128,47.79550934,,51.67450364
Slovenia,SVN,79.24698639,82.57492065,84.56768799,85.50467682,86.4228363,89.11238861,85.94992065,86.91905975,85.14758301,82.05020905,80.04786682,77.61724854,,83.76344872
Sweden,SWE,81.95384216,79.32479858,74.83643341,70.73548889,70.74137878,73.67144012,72.82540131,68.81983948,63.2196312,62.18302155,62.28411102,63.5486908,,70.34533978
Eswatini,SWZ,4.738939762,4.447289944,,,,,6.032720089,,5.380440235,,,,,5.149847507
Seychelles,SYC,,,,,,,2.55095005,1.379310012,3.386940002,7.098309994,16.16682053,20.68519974,22.35589027,8.544588387
Syrian Arab Republic,SYR,18.13166046,20.84380913,22.50394058,24.13775063,24.23937988,25.92765045,25.84757996,31.72975922,34.28910828,43.46875,43.73667908,39.18172073,,29.50314903
Chad,TCD,1.423339963,,,1.946990013,2.012919903,2.100209951,2.219170094,,,3.440479994,,,,2.19051832
East Asia & Pacific (IDA & IBRD countries),TEA,19.45800972,20.35272026,20.96217918,21.55641937,23.12099075,24.62960052,25.94034004,28.28939056,30.79081917,37.5175209,40.26089096,42.33203125,44.04721832,27.93424273
Europe & Central Asia (IDA & IBRD countries),TEC,52.45825958,54.28969955,55.63703918,56.70774078,57.7894516,59.11265945,59.84307861,60.64113998,62.45201111,63.79058075,64.84918213,67.10871124,67.88514709,59.5566295
Togo,TGO,,4.975240231,5.63135004,,,9.114700317,10.16911983,10.36135006,10.75014019,10.20477009,10.72507,12.26898003,12.89194965,9.355635643
Thailand,THA,44.53590012,44.82730865,49.00917816,48.65180969,49.38803864,50.3651886,52.25170135,50.6734314,49.84603882,50.1729393,,49.28667831,,49.00074664
Tajikistan,TJK,20.72097969,21.95760918,22.83493996,23.18860054,22.83189011,22.90122986,22.17865944,22.61815071,22.78336906,24.51306915,26.32691956,28.84148979,30.87042046,23.47474225
Latin America & the Caribbean (IDA & IBRD countries),TLA,29.97353935,32.01169968,34.09403992,37.12097168,38.33544922,39.53292847,42.55400085,43.98191071,45.53208923,47.37641907,48.64319992,50.4704895,50.7131691,40.80222813
Timor-Leste,TLS,,,,,17.03672981,18.86503029,,,,,,,,17.95088005
Middle East & North Africa (IDA & IBRD countries),TMN,22.92292023,23.75810051,25.47525024,27.67993927,28.26494026,29.97853088,30.34030914,32.59584045,34.09518814,36.52407074,37.97677994,38.39632034,38.60057831,30.66734918
South Asia (IDA & IBRD),TSA,9.479709625,10.19005013,11.58010006,13.12771988,14.20963001,15.84294987,19.73295975,21.06159019,20.81484032,22.02947998,23.12372971,23.25625992,23.31002998,17.03741829
Sub-Saharan Africa (IDA & IBRD countries),TSS,6.123650074,6.320439816,6.520460129,6.880730152,7.319059849,7.81069994,8.179909706,8.515040398,8.852869987,8.981510162,9.108969688,9.283289909,9.314920425,7.824719151
Tunisia,TUN,31.82559013,32.49908829,32.71139145,33.70785904,34.85161972,35.15766907,34.82738113,35.21689987,34.22425842,34.69810104,34.73316956,32.58013916,32.05908966,33.91943057
Turkey,TUR,33.0963707,36.92274094,38.80350113,40.21886063,46.54111099,56.36381912,61.11645889,69.78192902,79.59632111,87.01869202,95.43395996,103.745079,,62.38657029
Tanzania,TZA,1.466470003,,1.489740014,,,2.115819931,,3.895809889,3.607239962,,3.919980049,,,2.749176641
Uganda,UGA,,3.464950085,,3.767970085,4.180659771,3.922460079,4.383019924,3.754129887,,4.620779991,,,,4.01342426
Ukraine,UKR,70.33859253,75.41773987,78.89871216,81.23451233,81.93965149,80.14859772,82.18710327,81.93865967,80.62782288,83.42201996,,,,79.61534119
Upper middle income,UMC,26.29636002,27.59420013,28.61771965,29.69149971,31.0694294,32.62858963,34.31380844,36.61642075,39.34804916,45.42348862,48.21804047,50.67475128,52.06991959,35.8743631
Uruguay,URY,45.33721161,46.04880142,50.68611145,50.93320847,,51.23167038,,,59.83795929,60.64696121,59.58927917,62.35010147,,54.07347827
United States,USA,,,,,,,,,88.72641754,88.6268692,88.88941193,88.83505249,,88.76943779
Uzbekistan,UZB,10.04524994,10.25294971,10.16697979,10.19266987,9.961750031,9.353569984,8.800999641,8.017530441,8.06359005,8.077699661,8.197119713,8.436610222,9.150549889,9.130559921
"Venezuela, RB",VEN,,,,77.45471191,76.99237823,,,,,,,,,77.22354507
British Virgin Islands,VGB,,,,,62.48709869,,,,,,41.64149094,41.47190094,,48.53349686
Vietnam,VNM,16.03120041,16.64698029,18.33904076,18.92196083,20.08580017,22.66076088,24.77173996,24.9879303,24.97473907,30.43251038,28.79184914,28.25987053,,22.90869856
World,WLD,24.26707077,25.05319977,25.92491913,26.95932961,28.02197075,29.41869926,31.20730019,32.48402023,33.19002151,35.5618515,36.67493057,37.45552063,37.88314819,30.51823616
"Yemen, Rep.",YEM,9.559720039,9.187700272,10.39311981,10.56256008,11.08918953,10.54955959,9.97165966,,,,,,,10.18764414
South Africa,ZAF,,,,,,,,19.51221085,20.11634064,19.78397942,,20.47636032,,19.97222281
Zambia,ZMB,,,,,,,4.062290192,4.01402998,,,,,,4.038160086
Zimbabwe,ZWE,,,,,,6.067580223,5.965690136,5.988550186,5.966040134,,8.484840393,,,6.494540215
