Country,Code,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,mean
Caribbean small states,CSS,65.41038551,64.97846114,65.64782964,64.05085189,63.45159108,63.0897378,62.98461483,63.01043479,62.93836304,63.09450088,63.04888928,62.88479223,62.78230733,63.64405842
Cuba,CUB,89.14900208,89.19999695,89.24099731,89.30899811,89.29499817,89.38800049,89.44000244,88.90100098,88.62599945,89.18399811,89.23300171,89.29100037,89.35800171,89.20115368
Cyprus,CYP,71.6969986,73.61199951,74.17099762,74.54399872,75.51899719,76.76499939,77.03900146,78.6210022,77.23799896,77.23200226,82.1190033,82.35500336,84.1269989,77.31069242
Czech Republic,CZE,79.70200348,79.83499908,79.58100128,79.7539978,79.20400238,78.12599945,78.05799866,77.80699921,78.80799866,78.06900024,79.11699677,79.74900055,79.52899933,79.02607668
Germany,DEU,85.23899841,85.48100281,85.73600006,86.02500153,85.76000214,85.76300049,85.62799835,85.67700195,86.14099884,86.47200012,86.63200378,87.15499878,87.48100281,86.09153924
Djibouti,DJI,53.07099915,53.29199982,53.5719986,53.83200073,54.08399963,54.29999924,54.42599869,54.7159996,55.02600098,55.54700089,55.76200104,56.09400177,56.42200089,54.62646162
Denmark,DNK,88.08499908,88.09400177,87.73999786,87.75499725,87.10099792,87.6969986,87.58999634,87.65799713,87.90499878,88.12999725,88.44000244,88.15699768,89.1269989,87.95992162
Dominican Republic,DOM,46.82300186,46.94900131,48.14199829,45.93700027,44.64799881,44.74900055,44.66500092,45.86299896,47.44100189,46.45700073,47.95700073,49.53900146,47.40399933,46.65953886
Algeria,DZA,65.81300354,66.03600311,66.15499878,66.19499969,65.9260025,65.88899994,65.58899689,66.77200317,67.93900299,68.01200104,67.98300171,68.07099915,68.11499786,66.80730849
East Asia & Pacific (excluding high income),EAP,44.9296834,45.74117473,46.5615188,47.22140545,47.90612452,48.63004638,49.54621476,50.3577221,51.04563977,51.62298526,52.52637951,53.01752943,53.45517496,49.42781531
Early-demographic dividend,EAR,33.65862284,34.31054357,34.74407613,35.06356721,35.22582739,35.7611214,36.69547552,37.81607207,38.31573951,38.6067942,39.18345608,39.3981547,39.54066461,36.79385502
East Asia & Pacific,EAS,48.56568441,49.35057389,50.13834346,50.73874293,51.32011013,51.98392674,52.83010346,53.56316905,54.21380272,54.75842782,55.60608203,56.07386359,56.47428239,52.73977789
Europe & Central Asia (excluding high income),ECA,75.24445623,76.00907198,76.50114641,76.87901722,76.52350493,76.70844462,76.76645032,77.02664096,76.78441754,77.09206357,77.31410556,77.16552244,77.34355305,76.71987653
Europe & Central Asia,ECS,78.13212112,78.52812156,78.84634852,79.16179916,78.87667677,78.78080189,78.82955605,78.9176781,78.88002493,79.06570879,79.33959684,79.4019582,79.67832258,78.95682419
Ecuador,ECU,57.31200027,58.61600113,59.46099854,59.95600128,58.86500168,58.85200119,57.64400101,57.66799927,59.54600143,61.94499969,60.77700043,57.46900177,57.03300095,58.85723143
"Egypt, Arab Rep.",EGY,62.14099884,63.70399857,61.40999985,62.32899857,63.1570015,64.68800354,63.23300171,64.02700043,63.48199844,63.36500168,65.40100098,70.09200287,69.37999725,64.33915417
Euro area,EMU,80.27651918,80.30945421,80.49082404,80.84003657,80.61226569,80.35519799,80.44887101,80.42406737,80.49664687,80.68844694,80.96317334,81.31010751,81.72058776,80.68739988
Eritrea,ERI,25.54899979,25.53499985,25.74399948,25.85899925,25.88100052,26.0340004,26.38800049,26.61100006,26.78000069,27.00300026,27.21800041,27.43099976,27.64500046,26.43676934
Spain,ESP,79.45800018,79.47899628,79.54599762,79.19599915,79.89800262,79.83399963,80.20200348,78.89900208,78.13899994,78.55699921,79.02700043,79.56199646,79.94400024,79.3646921
Estonia,EST,89.01399994,88.56999969,87.33899689,89.34400177,88.45200348,88.29299927,87.78199768,87.49700165,87.68699646,87.62400055,88.04000092,87.81400299,86.22899628,87.97576904
Ethiopia,ETH,10.46399975,10.82999992,11.22999954,11.63700008,12.0340004,12.52200031,13.04500008,13.50899982,14.07900047,14.50800037,14.96100044,15.38300037,15.77299976,13.0750001
European Union,EUU,79.59737095,79.77439257,80.0013846,80.335719,80.09344207,79.704465,79.87758075,79.8313759,79.98347533,80.0793678,80.47095414,80.7938316,81.12681788,80.1284752
Fragile and conflict affected situations,FCS,32.51919637,32.98306397,33.16576601,34.01411745,34.39024691,34.9099826,35.27556823,35.52636012,35.64271923,35.78255508,35.76829851,35.56487557,35.35398439,34.68436419
Finland,FIN,83.49199677,83.04699707,83.39900208,83.3030014,82.01699829,82.44300079,82.37000275,82.00099945,82.18699646,81.57099915,81.27400208,81.63800049,82.98899841,82.44084578
Fiji,FJI,61.68500137,60.74100113,59.70700073,58.75099945,57.73500061,56.7859993,55.77899933,56.04199982,56.38899994,56.67399979,56.97900009,57.21699905,57.59999847,57.85269224
France,FRA,86.20899963,85.58699799,85.90699768,86.65000153,85.86199951,85.09100342,84.98100281,85.20400238,85.55799866,85.29000092,85.35600281,85.13999939,85.62400055,85.57376979
Gabon,GAB,68.40899658,68.6740036,68.97100067,69.48799896,69.21900177,69.55400085,69.94400024,69.85299683,69.80000305,69.6210022,69.41600037,69.74900055,69.78700256,69.42192371
United Kingdom,GBR,82.58799744,82.41699982,82.24700165,82.25099945,81.99299622,81.68499756,81.53199768,81.08999634,81.23000336,80.6190033,81.01599884,80.56999969,80.79299927,81.54084543
Georgia,GEO,34.47999954,34.92699814,37.42900085,39.6969986,39.57300186,40.49900055,42.06700134,44.24300003,42.34700012,44.32099915,46.25600052,45.16799927,48.11999893,41.47130761
Ghana,GHA,25.62999916,26.02499962,26.3239994,26.73500061,27,27.39800072,28.70499992,29.74099922,30.57999992,31.23800087,31.85300064,32.10599899,32.56399918,28.91530756
Guinea,GIN,11.81900024,11.85999966,11.99499989,12.1260004,12.12100029,12.2510004,12.40499973,12.56099987,12.67199993,12.80200005,12.89500046,13.23099995,13.56599998,12.48492314
"Gambia, The",GMB,31.61199951,31.78899956,31.9829998,32.24200058,32.47100067,32.7480011,32.77500153,33.07600021,33.30699921,33.38800049,33.6629982,33.76100159,33.98400116,32.83069258
Guinea-Bissau,GNB,25.83099937,25.8920002,25.9659996,26.09900093,26.1970005,26.34600067,26.55999947,26.56900024,26.74799919,26.83799934,27.04800034,27.28800011,27.5170002,26.53069232
Equatorial Guinea,GNQ,48.95800018,49.73600006,50.42900085,51.35300064,51.25799942,51.38600159,51.9980011,52.38399887,52.07600021,51.95100021,50.99700165,50.35699844,50.22900009,51.00861564
Greece,GRC,61.41199875,61.19200134,61.70199966,62.20600128,61.59500122,61.31700134,60.53499985,59.75099945,59.52700043,60.13800049,61.22600174,62.63299942,62.50899887,61.2110003
Guatemala,GTM,52.85200119,54.04800034,55.20899963,56.26499939,57.11199951,58.05799866,58.68500137,59.16999817,59.81900024,63.16999817,64.56099701,67.29599762,67.3809967,59.50969139
Guam,GUM,81.87400055,81.97699738,82.10500336,82.10800171,81.88300323,82,82.14800262,82.02700043,82.03800201,82.09600067,82.10700226,82.14299774,82.20200348,82.05446273
Guyana,GUY,38.4659996,38.73500061,39.19300079,39.45700073,39.64199829,39.92900085,40.20500183,40.48199844,40.73400116,40.89400101,41.13000107,41.78099823,41.98300171,40.20238495
High income,HIC,83.20559772,83.53571815,83.82775553,84.06133165,84.00340669,84.04148009,84.33834107,84.56561707,84.82968918,84.9779334,85.19450838,85.30995212,85.54472135,84.41815788
"Hong Kong SAR, China",HKG,83.19499969,83.02200317,84.24500275,84.48600006,84.38400269,85.98400116,85.91799927,85.58899689,85.6230011,87.19000244,87.55500031,88.0039978,87.9980011,85.63023142
Honduras,HND,49.19200134,48.64799881,50.11800003,50.42900085,49.98099899,46.15499878,47.69599915,43.41699982,46.05199814,52.13600159,51.22000122,54.98500061,50.99700165,49.30969238
Heavily indebted poor countries (HIPC),HPC,20.60040925,20.85360888,21.2702421,21.64267844,22.07654032,22.38647516,22.97434647,23.32545448,23.68537391,24.0440927,24.26702375,24.48879986,24.62069138,22.78736436
Croatia,HRV,74.64299774,75.59899902,77.86199951,77.79499817,77.64800262,77.63600159,77.57099915,78.8710022,79.66999817,81.61599731,81.46700287,83.23600006,85.59899902,79.17023057
Haiti,HTI,14.38399982,14.45300007,14.54599953,14.59300041,14.70300007,14.58199978,14.80799961,14.93400002,15.10599995,15.24800014,15.34599972,15.44200039,15.53899956,14.89876916
Hungary,HUN,83.04599762,84.26799774,84.84600067,84.74199677,84.46700287,84.7460022,84.76999664,85.65100098,86.13700104,86.3809967,86.74099731,87.10399628,87.94100189,85.4492299
IBRD only,IBD,42.91059287,43.52799945,44.1042792,44.54485719,44.73211457,45.17073079,45.88046531,46.68240549,47.05205018,47.40948341,47.88418335,48.1785962,48.43660743,45.88572042
IDA & IBRD total,IBT,40.46299904,41.06894881,41.60129609,42.01540449,42.22454018,42.65991539,43.28150882,43.97119125,44.2962934,44.56726686,44.91252533,45.07519304,45.22796038,43.18192639
IDA total,IDA,29.9606632,30.60999562,31.0468481,31.43934524,31.86199484,32.39308529,32.76461106,33.12696734,33.41319722,33.49838655,33.51134304,33.36087032,33.33951306,32.33283237
IDA blend,IDB,35.89284253,37.0197526,37.19605837,36.82750519,37.00774876,37.30536398,37.6098464,38.31516791,38.96688503,38.93701208,39.01587998,38.73493075,38.96204182,37.83007965
Indonesia,IDN,40.6609993,41.18899918,41.79100037,42.05899811,42.06200027,43.04999924,46.27500153,49.18099976,50.45700073,51.02500153,53.57600021,53.24200058,53.3730011,46.76469245
IDA only,IDX,27.09386219,27.52884714,28.07654412,28.83150331,29.36537173,30.01027081,30.41201355,30.60723639,30.72154215,30.85632291,30.83523201,30.74799717,30.61193291,29.66912895
India,IND,17.40299988,17.54899979,17.69799995,17.68700027,17.78300095,17.93300056,18.97999954,20.00499916,20.34499931,20.7310009,21.1439991,21.53100014,21.94000053,19.28684616
Ireland,IRL,75.66799927,76.76100159,76.98600006,76.12200165,74.47299957,75.05999756,75.56099701,75.53099823,75.83999634,76.1969986,76.7990036,77.23799896,78.23200226,76.18984575
"Iran, Islamic Rep.",IRN,53.9109993,53.75400162,53.72900009,54.41600037,55.38700104,56.45800018,56.69800186,56.2480011,56.11399841,55.84899902,55.82600021,54.84199905,54.47399902,55.20815394
Iraq,IRQ,67.78900146,68.04799652,67.82499695,69.09200287,69.3789978,70.56500244,71.95300293,73.23400116,73.28700256,72.96399689,72.43099976,72.68599701,72.33100128,70.89107689
Iceland,ISL,79.88800049,79.37400055,81.10900116,82.90599823,83.41100311,83.7480011,83.94599915,84.4240036,83.66400146,83.16699982,83.15499878,83.99700165,84.49099731,82.8676928
Israel,ISR,83.94599915,84.16899872,84.65000153,84.28299713,83.79499817,83.7519989,84.21099854,84.75700378,85.28700256,85.33799744,84.88500214,84.03399658,84.5739975,84.43699939
Italy,ITA,69.35700226,69.6989975,69.89099884,70.45999908,70.68199921,70.15100098,70.3239975,70.47100067,70.51000214,70.8789978,71.32499695,71.89800262,72.36000061,70.61592278
Jamaica,JAM,58.86899948,57.7840004,59.43099976,55.53499985,54.98899841,54.6609993,54.36600113,53.46500015,53.92900085,54.36800003,54.88199997,55.26800156,55.6609993,55.63138463
Jordan,JOR,83.16400146,83.22000122,83.11000061,83.29699707,83.2440033,83.21099854,83.22200012,83.22799683,83.41799927,83.43499756,83.48000336,83.44799805,83.44599915,83.30176896
Japan,JPN,84.98400116,85.64600372,85.95899963,86.13800049,86.41899872,86.68699646,87.06300354,87.42900085,87.63200378,87.68800354,87.92500305,88.32800293,88.40399933,86.94630902
Kazakhstan,KAZ,66.51300049,66.21199799,66.47899628,67.95700073,67.8030014,68.33499908,68.31300354,68.61000061,68.83499908,70.41600037,71.7990036,71.72399902,71.6969986,68.82253852
Kenya,KEN,47.78099823,48.17599869,48.60699844,48.85100174,49.15000153,49.5379982,50.00999832,50.42599869,50.85200119,51.29299927,51.77899933,52.29299927,52.77899933,50.11807632
Kyrgyz Republic,KGZ,49.4640007,51.11500168,53.22399902,55.66199875,57.85400009,60.2120018,60.84700012,60.43600082,53.71900177,54.60800171,57.20199966,58.93199921,60.34199905,56.43207726
Cambodia,KHM,31.32900047,34.39699936,37.40200043,40.22800064,43.01499939,45.95199966,48.88100052,51.79199982,52.22800064,52.67300034,53.16699982,53.67100143,54.08200073,46.0628464
"Korea, Rep.",KOR,66.02100372,66.84999847,67.73000336,68.12999725,69.19000244,69.95500183,70.36499786,70.11599731,70.88899994,71.38500214,72.23300171,72.40599823,72.58000183,69.83461585
Kuwait,KWT,96.53299713,97.34799957,97.91500092,98.28500366,97.67199707,96.85600281,95.8789978,97.03800201,97.72699738,98.22499847,98.60600281,97.76100159,97.7480011,97.50715402
Latin America & Caribbean (excluding high income),LAC,59.77315077,60.49370016,61.4222871,61.99516235,61.66715717,61.85196322,61.90623467,62.43574453,62.41322386,62.68424394,62.19051714,62.00017902,61.60168729,61.72578856
Lao PDR,LAO,18.13599968,18.68300056,19.05599976,19.43799973,19.83300018,20.43400002,21.0720005,21.72800064,22.23600006,22.75399971,23.3029995,23.94300079,24.52000046,21.16430781
Lebanon,LBN,57.36100006,57.29399872,57.00500107,57.19300079,57.29999924,57.18999863,57.1969986,57.15100098,57.26900101,57.22399902,57.09700012,56.72299957,56.74000168,57.13415381
Liberia,LBR,27.00799942,27.34300041,27.6420002,27.88299942,28.0510006,28.29000092,28.62199974,28.95499992,29.33099937,29.45999908,29.59399986,29.55699921,29.80400085,28.57999992
Libya,LBY,92.86100006,92.87400055,92.88300323,92.89299774,92.88600159,92.90399933,92.67299652,92.89700317,92.83300018,92.76100159,92.7539978,92.7519989,92.83599854,92.83130763
St. Lucia,LCA,60.83000183,60.84500122,60.50699997,60.27000046,60.13999939,59.94400024,59.92900085,59.97000122,59.94499969,59.9109993,60.03300095,60.00600052,60.05199814,60.18323106
Latin America & Caribbean,LCN,60.23842674,60.98145113,61.9178751,62.49691878,62.14461876,62.32062963,62.39545322,62.95597313,62.9041716,63.14043697,62.66061462,62.43332697,62.01968041,62.2007367
Least developed countries: UN classification,LDC,26.16859389,26.57020855,27.15854524,27.72903066,28.22892202,28.86173754,29.2641832,29.53921675,29.68986657,29.76046268,29.72864985,29.58645306,29.47611478,28.59707575
Low income,LIC,20.55088945,20.8903303,21.15367112,21.79003433,22.03795555,22.46846315,22.79764033,22.99993387,23.13076477,23.23593135,23.25707941,23.37263249,23.53720034,22.4017328
Sri Lanka,LKA,59.77999878,56.19599915,57.24700165,56.82600021,59.09500122,56.18199921,55.84199905,56.66699982,56.73199844,57.41500092,57.86100006,58.36199951,58.83100128,57.46430764
Lower middle income,LMC,29.25803643,29.84404333,30.22769405,30.43618032,30.76331121,31.23853073,32.22088174,33.30168435,33.72108332,33.96955181,34.68513428,35.03242999,35.26730558,32.3050667
Low & middle income,LMY,40.24833953,40.83683572,41.3521457,41.75601655,41.97672288,42.42045282,43.04175524,43.72695609,44.0564824,44.32802728,44.67509018,44.84015834,44.99516085,42.94262643
Lesotho,LSO,34.72999954,35.04899979,35.3429985,35.74599838,35.83399963,36.16899872,36.57899857,36.85900116,36.98899841,37.2120018,37.38100052,37.5530014,37.84400177,36.40676909
Late-demographic dividend,LTE,51.5512413,52.38544299,53.28472542,54.04547897,54.54179501,55.1051792,55.61022316,56.09533835,56.49896394,57.01367701,57.37829864,57.73727616,58.16087967,55.33911691
Lithuania,LTU,80.58200073,80.94100189,82.6210022,85.61299896,85.15000153,86.81700134,87.43499756,86.6969986,86.04599762,85.96399689,85.39600372,84.71800232,85.22699738,84.86207698
Luxembourg,LUX,91.28199768,91.11499786,91.85500336,93.34300232,89.87599945,90.77100372,90.44799805,90.48999786,90.51899719,90.12200165,89.37000275,88.86799622,89.23899841,90.56138435
Latvia,LVA,86.9260025,86.69499969,87.06900024,87.06300354,85.48300171,86.21099854,86.30599976,86.19499969,86.19300079,85.68299866,84.23600006,84.02999878,85.01300049,85.93100034
"Macao SAR, China",MAC,86.17500305,87.98400116,88.34400177,90.03600311,89.06700134,88.7460022,89.54599762,89.75900269,90.43800354,91.51200104,90.85399628,90.8789978,91.07299805,89.57023151
Morocco,MAR,42.45800018,49.74900055,50.9280014,49.48300171,49.27999878,50.04700089,49.95999908,50.38800049,50.9980011,51.15800095,51.50500107,51.71099854,52.05099869,49.97815411
Moldova,MDA,61.82600021,65.28900146,63.69800186,64.98899841,66.69799805,66.24299622,66.35900116,66.59500122,64.73100281,62.40100098,57.14400101,59.00099945,60.75600052,63.51769257
Madagascar,MDG,16.09000015,15.19499969,14.33199978,13.56599998,12.49499989,11.81700039,12.92800045,13.9289999,13.67500019,13.28299999,13.02600002,13.08399963,13.22900009,13.58838463
Maldives,MDV,73.62799835,73.8239975,74.77400208,75.74700165,76.34100342,76.96099854,77.61199951,78.13800049,78.53700256,78.99700165,79.6309967,80.21800232,80.2539978,77.2816925
Middle East & North Africa,MEA,64.29599454,65.55680322,65.47106561,66.63559871,67.23963057,68.3688781,68.37515084,68.96438317,69.18802276,69.34554523,69.8195282,70.58420471,70.39617552,68.01853701
Mexico,MEX,64.33599854,65.47799683,66.02500153,67.00299835,66.18900299,67.16500092,66.95999908,67.91000366,67.55799866,68.14800262,68.41300201,68.89800262,68.66699982,67.13461597
Middle income,MIC,41.87116153,42.50043662,43.05692837,43.46311289,43.70818712,44.17466152,44.84482686,45.59943349,45.97622465,46.2940058,46.70597923,46.91773734,47.11026927,44.7863819
North Macedonia,MKD,69.3219986,68.45600128,69.28600311,69.90799713,69.11299896,69.18599701,69.18499756,70.96600342,69.8809967,70.16600037,70.68599701,73.09600067,73.58399963,70.21807627
Mali,MLI,14.61499977,14.89900017,14.58399963,14.26099968,14.07600021,13.82699966,13.59300041,13.31200027,13.10299969,13.02700043,12.89700031,13.07400036,13.30000019,13.73600006
Malta,MLT,82.73000336,82.51799774,82.30599976,82.45500183,82.48699951,81.29599762,82.48899841,82.3789978,81.51100159,81.84600067,81.73999786,81.72499847,81.0039978,82.03738403
Myanmar,MMR,32.26399994,33.10699844,33.90599823,34.75899887,35.53900146,36.29700089,37.06299973,37.66799927,38.24700165,38.93199921,39.45700073,38.15800095,36.70100021,36.31523074
Middle East & North Africa (excluding high income),MNA,58.84608417,60.05130924,59.50841522,60.50701,60.89301911,61.89129716,61.51799869,61.88345503,61.93190962,61.85683207,62.23773386,63.22111699,62.95887888,61.33115846
Montenegro,MNE,77.11000061,76.52600098,75.91200256,75.3730011,77.27799988,78.37000275,79.93800354,78.16999817,79.77500153,76.95200348,74.70800018,73.81700134,72.86299896,76.67630885
Mongolia,MNG,39.93899918,40.20399857,40.0530014,39.39099884,38.94499969,38.95600128,41.7120018,45.94300079,47.0340004,47.11999893,47.22399902,49.34600067,46.78499985,43.28092311
Mozambique,MOZ,16.86899948,17.4640007,17.99699974,18.51000023,19.08699989,19.68799973,20.31800079,20.93799973,21.56699944,22.30699921,23.00300026,23.23900032,23.48200035,20.34376922
Mauritania,MRT,45.91999817,47.46500015,47.38700104,47.77799988,47.51399994,48.19300079,48.94300079,49.04100037,49.50899887,49.33300018,49.11000061,49.85400009,50.15399933,48.47700002
Mauritius,MUS,78.8730011,79.03399658,77.82299805,78.36100006,78.04499817,77.79199982,78.19999695,77.30000305,76.10299683,76.5,76.17500305,76.22799683,75.875,77.40838388
Malawi,MWI,42.61399841,42.83000183,43.22000122,43.24900055,43.41600037,43.58399963,43.71500015,43.59899902,43.89500046,44.07600021,44.19200134,44.2840004,44.43600082,43.62384649
Malaysia,MYS,73.88999939,72.21800232,72.61699677,72.3239975,72.95800018,72.82299805,75.09400177,73.88300323,74.03800201,75.61699677,74.48999786,74.93900299,75.08499908,73.84430753
